SpecCode,Genus,Species,SpeciesRefNo,FBname
9039,Cetomimus,hempeli,6532.0,Whalefish
59521,Cetomimus,kerdops,9791.0,
16861,Cetomimus,picklei,6625.0,
59522,Cetomimus,teevani,37039.0,
58932,Cetonurichthys,subinflatus,35909.0,Smallpore whiptail
25001,Cetonurus,crassiceps,7300.0,Globosehead rattail
17097,Cetonurus,globiceps,35909.0,Globehead grenadier
62617,Cetopsidium,ferreirai,56045.0,
48624,Cetopsidium,minutum,56045.0,
48625,Cetopsidium,morenoi,56045.0,
61665,Cetopsidium,orientale,56045.0,
62618,Cetopsidium,pemon,56045.0,
62619,Cetopsidium,roae,56045.0,
65079,Cetopsidium,soniae,82380.0,
48619,Cetopsis,amphiloxa,56045.0,
62500,Cetopsis,arcana,56045.0,
69974,Cetopsis,aspis,128465.0,
57245,Cetopsis,baudoensis,56045.0,
62501,Cetopsis,caiapo,56045.0,
48620,Cetopsis,candiru,56045.0,
48618,Cetopsis,coecutiens,36486.0,
62502,Cetopsis,fimbriata,56045.0,
48612,Cetopsis,gobioides,56045.0,
57246,Cetopsis,jurubidae,56045.0,
62503,Cetopsis,montana,56045.0,
49399,Cetopsis,motatanensis,56045.0,
53660,Cetopsis,oliveirai,56045.0,
53656,Cetopsis,orinoco,56045.0,
48626,Cetopsis,othonops,56045.0,
58365,Cetopsis,parma,36486.0,
62504,Cetopsis,pearsoni,56045.0,
48628,Cetopsis,plumbea,56045.0,
62505,Cetopsis,sandrae,56045.0,
62506,Cetopsis,sarcodes,56045.0,
62507,Cetopsis,starnesi,56045.0,
62508,Cetopsis,umbrosa,56045.0,
47824,Cetopsorhamdia,boquillae,36914.0,
57680,Cetopsorhamdia,filamentosa,36914.0,
47828,Cetopsorhamdia,iheringi,36914.0,
47820,Cetopsorhamdia,insidiosa,36914.0,
47821,Cetopsorhamdia,molinae,36914.0,
47822,Cetopsorhamdia,nasus,36914.0,
47825,Cetopsorhamdia,orinoco,36914.0,
47826,Cetopsorhamdia,phantasia,36914.0,
47827,Cetopsorhamdia,picklei,36914.0,
90,Cetorhinus,maximus,247.0,Basking shark
5538,Cetoscarus,bicolor,115947.0,Bicolour parrotfish
66097,Cetoscarus,ocellatus,54980.0,Spotted parrotfish
9040,Cetostoma,regani,6532.0,Pink flabby whalefish
12013,Chaca,bankanensis,7050.0,Angler catfish
24971,Chaca,burmensis,4833.0,
10258,Chaca,chaca,4833.0,Squarehead catfish
66577,Chaca,serica,89888.0,
473,Chaenocephalus,aceratus,2805.0,Blackfin icefish
478,Chaenodraco,wilsoni,5200.0,Spiny icefish
5896,Chaenogaleus,macrostoma,244.0,Hooktooth shark
54794,Chaenogobius,annularis,27791.0,Forktongue goby
15788,Chaenogobius,gulosus,81467.0,
13828,Chaenomugil,proboscideus,9321.0,Snouted mullet
16895,Chaenophryne,draco,10524.0,Smooth dreamer
16897,Chaenophryne,longiceps,10524.0,Can-opener smoothdream
27427,Chaenophryne,melanorhabdus,6993.0,
63954,Chaenophryne,quasiramifera,75756.0,
16899,Chaenophryne,ramifera,10524.0,
3711,Chaenopsis,alepidota,2850.0,Orangethroat pikeblenny
70120,Chaenopsis,celeste,124576.0,Celeste's pikeblenny
54347,Chaenopsis,coheni,9285.0,Cortez pikeblenny
46727,Chaenopsis,deltarrhis,11482.0,Delta pikeblenny
3712,Chaenopsis,limbaughi,7251.0,Yellowface pikeblenny
60575,Chaenopsis,megalops,46206.0,
3713,Chaenopsis,ocellata,7251.0,Bluethroat pikeblenny
27909,Chaenopsis,resh,13628.0,
54820,Chaenopsis,roseola,13293.0,Flecked pikeblenny
25532,Chaenopsis,schmitti,11482.0,Yellow-mouth pikeblenny
27910,Chaenopsis,stephensi,13628.0,
46745,Chaetobranchopsis,australis,36377.0,
25777,Chaetobranchopsis,orbicularis,36377.0,
25776,Chaetobranchus,flavescens,36377.0,Kunapari
46775,Chaetobranchus,semifasciatus,36377.0,
7975,Chaetodermis,penicilligerus,3132.0,Prickly leatherjacket
1024,Chaetodipterus,faber,7251.0,Atlantic spadefish
4939,Chaetodipterus,lippei,4338.0,West African spadefish
3599,Chaetodipterus,zonatus,2850.0,Pacific spadefish
6515,Chaetodon,adiergastos,4859.0,Philippine butterflyfish
58164,Chaetodon,andamanensis,36656.0,Andaman butterflyfish
6665,Chaetodon,argentatus,4858.0,Asian butterflyfish
6516,Chaetodon,assarius,4859.0,West Australian butterflyfish
6513,Chaetodon,aureofasciatus,4855.0,Golden butterflyfish
5557,Chaetodon,auriga,4858.0,Threadfin butterflyfish
6648,Chaetodon,auripes,4858.0,Oriental butterflyfish
6514,Chaetodon,austriacus,4858.0,Blacktail butterflyfish
5558,Chaetodon,baronessa,2334.0,Eastern triangular butterflyfish
5559,Chaetodon,bennetti,4859.0,Bluelashed butterflyfish
8015,Chaetodon,blackburnii,5372.0,Brownburnie
5560,Chaetodon,burgessi,1602.0,Burgess' butterflyfish
3602,Chaetodon,capistratus,4858.0,Foureye butterflyfish
5561,Chaetodon,citrinellus,1602.0,Speckled butterflyfish
7803,Chaetodon,collare,4858.0,Redtail butterflyfish
12646,Chaetodon,daedalma,4858.0,Wrought iron butterflyfish
12259,Chaetodon,declivis,4858.0,Marquesas butterflyfish
10352,Chaetodon,decussatus,4858.0,Indian vagabond butterflyfish
25436,Chaetodon,dialeucos,11441.0,Oman butterflyfish
8916,Chaetodon,dolosus,4858.0,African butterflyfish
5562,Chaetodon,ephippium,1602.0,Saddle butterflyfish
8014,Chaetodon,falcula,5372.0,Blackwedged butterflyfish
12274,Chaetodon,fasciatus,4537.0,Diagonal butterflyfish
6527,Chaetodon,flavirostris,4859.0,Black butterflyfish
5563,Chaetodon,flavocoronatus,1602.0,Yellow-crowned butterflyfish
7808,Chaetodon,fremblii,3921.0,Bluestriped butterflyfish
12534,Chaetodon,gardineri,4858.0,Gardner's butterflyfish
6528,Chaetodon,guentheri,4859.0,Crochet butterflyfish
7791,Chaetodon,guttatissimus,5372.0,Peppered butterflyfish
5046,Chaetodon,hoefleri,6943.0,Four-banded butterflyfish
8278,Chaetodon,humeralis,4858.0,Threebanded butterflyfish
61607,Chaetodon,interruptus,47567.0,Yellow teardrop butterflyfish
5446,Chaetodon,kleinii,1602.0,Sunburst butterflyfish
12287,Chaetodon,larvatus,4858.0,Hooded butterflyfish
8083,Chaetodon,leucopleura,4855.0,Somali butterflyfish
5564,Chaetodon,lineolatus,4859.0,Lined butterflyfish
12538,Chaetodon,litus,4855.0,Easter Island butterflyfish
5565,Chaetodon,lunula,5372.0,Raccoon butterflyfish
14300,Chaetodon,lunulatus,47838.0,Oval butterflyfish
7793,Chaetodon,madagaskariensis,5372.0,Seychelles butterflyfish
8013,Chaetodon,marleyi,5372.0,Doublesash butterflyfish
5566,Chaetodon,melannotus,1602.0,Blackback butterflyfish
12533,Chaetodon,melapterus,4855.0,Arabian butterflyfish
5567,Chaetodon,mertensii,1602.0,Atoll butterflyfish
25428,Chaetodon,mesoleucos,8883.0,White-face butterflyfish
5568,Chaetodon,meyeri,1602.0,Scrawled butterflyfish
5136,Chaetodon,miliaris,2826.0,Millet butterflyfish
8927,Chaetodon,mitratus,4858.0,Indian butterflyfish
7810,Chaetodon,multicinctus,3921.0,Pebbled butterflyfish
12535,Chaetodon,nigropunctatus,4855.0,Black-spotted butterflyfish
12532,Chaetodon,nippon,4855.0,Japanese butterflyfish
3604,Chaetodon,ocellatus,13442.0,Spotfin butterflyfish
5569,Chaetodon,ocellicaudus,1602.0,Spot-tail butterflyfish
5570,Chaetodon,octofasciatus,1602.0,Eightband butterflyfish
6550,Chaetodon,ornatissimus,1602.0,Ornate butterflyfish
5472,Chaetodon,oxycephalus,2334.0,Spot-nape butterflyfish
12296,Chaetodon,paucifasciatus,4537.0,Eritrean butterflyfish
6606,Chaetodon,pelewensis,4859.0,Sunset butterflyfish
66029,Chaetodon,pictus,58304.0,Horseshoe butterflyfish
6613,Chaetodon,plebeius,4859.0,Blueblotch butterflyfish
5571,Chaetodon,punctatofasciatus,2334.0,Spotband butterflyfish
5572,Chaetodon,quadrimaculatus,1602.0,Fourspot butterflyfish
5573,Chaetodon,rafflesii,1602.0,Latticed butterflyfish
6631,Chaetodon,rainfordi,4859.0,Rainford's butterflyfish
5574,Chaetodon,reticulatus,1602.0,Mailed butterflyfish
10191,Chaetodon,robustus,6943.0,Three-banded butterflyfish
12536,Chaetodon,sanctaehelenae,6943.0,Saint Helena butterflyfish
3605,Chaetodon,sedentarius,4858.0,Reef butterflyfish
6634,Chaetodon,selene,4859.0,Yellow-dotted butterflyfish
5575,Chaetodon,semeion,1602.0,Dotted butterflyfish
12300,Chaetodon,semilarvatus,4537.0,Bluecheek butterflyfish
12648,Chaetodon,smithi,4858.0,Smith's butterflyfish
5576,Chaetodon,speculum,1602.0,Mirror butterflyfish
3606,Chaetodon,striatus,4858.0,Banded butterflyfish
5577,Chaetodon,tinkeri,1602.0,Hawaiian butterflyfish
7805,Chaetodon,triangulum,4858.0,Triangle butterflyfish
12537,Chaetodon,trichrous,4855.0,Tahiti butterflyfish
6636,Chaetodon,tricinctus,4859.0,Three-striped butterflyfish
5578,Chaetodon,trifascialis,1602.0,Chevron butterflyfish
5579,Chaetodon,trifasciatus,1602.0,Melon butterflyfish
5580,Chaetodon,ulietensis,1602.0,Pacific double-saddle butterflyfish
5581,Chaetodon,unimaculatus,1602.0,Teardrop butterflyfish
5582,Chaetodon,vagabundus,1602.0,Vagabond butterflyfish
6666,Chaetodon,wiebeli,4858.0,Hongkong butterflyfish
7794,Chaetodon,xanthocephalus,5372.0,Yellowhead butterflyfish
6508,Chaetodon,xanthurus,4858.0,Pearlscale butterflyfish
8933,Chaetodon,zanzibarensis,4858.0,Zanzibar butterflyfish
10882,Chaetodontoplus,ballinae,4859.0,Ballina angelfish
11116,Chaetodontoplus,caeruleopunctatus,4858.0,Bluespotted angelfish
67409,Chaetodontoplus,cephalareticulatus,92342.0,
11119,Chaetodontoplus,chrysocephalus,4858.0,Orangeface angelfish
10819,Chaetodontoplus,conspicillatus,2334.0,Conspicuous angelfish
61657,Chaetodontoplus,dimidiatus,47567.0,Velvet angelfish
10823,Chaetodontoplus,duboulayi,2334.0,Scribbled angelfish
10472,Chaetodontoplus,melanosoma,48391.0,Black-velvet angelfish
10851,Chaetodontoplus,meredithi,2334.0,Queensland yellowtail angelfish
5660,Chaetodontoplus,mesoleucus,1602.0,Vermiculated angelfish
60410,Chaetodontoplus,niger,43239.0,Black angelfish
10828,Chaetodontoplus,personifer,94170.0,Blueface angelfish
65526,Chaetodontoplus,poliourus,82330.0,Greytail angelfish
11124,Chaetodontoplus,septentrionalis,4858.0,Bluestriped angelfish
64204,Chaetodontoplus,vanderloosi,77039.0,Vanderloos angelfish
61586,Chaetostoma,aburrensis,36713.0,
50012,Chaetostoma,alternifasciatum,36713.0,
50010,Chaetostoma,anale,36713.0,
50013,Chaetostoma,anomalum,36713.0,
68092,Chaetostoma,bifurcum,104727.0,
50014,Chaetostoma,branickii,36713.0,
50025,Chaetostoma,breve,36713.0,
50024,Chaetostoma,brevilabiatum,36713.0,
62971,Chaetostoma,changae,56969.0,
62965,Chaetostoma,daidalmatos,57692.0,
50026,Chaetostoma,dermorhynchum,36713.0,
50030,Chaetostoma,dorsale,36713.0,
50031,Chaetostoma,dupouii,36713.0,
50033,Chaetostoma,fischeri,36713.0,
69426,Chaetostoma,floridablancaensis,123877.0,
66366,Chaetostoma,formosae,88853.0,
50035,Chaetostoma,guairense,36713.0,
52592,Chaetostoma,jegui,26719.0,
69044,Chaetostoma,joropo,121198.0,
50041,Chaetostoma,lepturum,36713.0,
50042,Chaetostoma,leucomelas,36713.0,
50043,Chaetostoma,lineopunctatum,36713.0,
50044,Chaetostoma,loborhynchos,36713.0,
50045,Chaetostoma,machiquense,36713.0,
50048,Chaetostoma,marginatum,36713.0,
50049,Chaetostoma,marmorescens,36713.0,
50050,Chaetostoma,microps,36713.0,
50053,Chaetostoma,milesi,36713.0,
50054,Chaetostoma,mollinasum,36713.0,
50055,Chaetostoma,niveum,36713.0,
50056,Chaetostoma,nudirostre,36713.0,
50057,Chaetostoma,palmeri,36713.0,
50058,Chaetostoma,patiae,36713.0,
50059,Chaetostoma,paucispinis,36713.0,
50060,Chaetostoma,pearsei,36713.0,
49357,Chaetostoma,sovichthys,36713.0,
68114,Chaetostoma,spondylus,103265.0,
50062,Chaetostoma,stannii,36713.0,
62966,Chaetostoma,stroumpoulos,57692.0,
49378,Chaetostoma,tachiraense,36713.0,
50067,Chaetostoma,taczanowskii,36713.0,
50068,Chaetostoma,thomsoni,36713.0,
68093,Chaetostoma,trimaculineum,104727.0,
50069,Chaetostoma,vagum,36713.0,
57538,Chaetostoma,vasquezi,36713.0,
50232,Chaetostoma,venezuelae,36713.0,
27190,Chaetostoma,yurubiense,13086.0,
66970,Chaeturichthys,jeoni,93271.0,
23699,Chaeturichthys,stigmatias,93271.0,Branded goby
23194,Chagunius,baileyi,4832.0,
23184,Chagunius,chagunio,4832.0,Chaguni
13158,Chagunius,nicholsi,41236.0,
16942,Chalaroderma,capito,4404.0,Looseskin blenny
16943,Chalaroderma,ocellata,4404.0,Two-eyed blenny
62332,Chalceus,epakros,55827.0,
13124,Chalceus,erythrurus,6329.0,Tucan fish
58089,Chalceus,fasciatus,38376.0,
62333,Chalceus,guaporensis,55827.0,
58090,Chalceus,latus,38376.0,
10622,Chalceus,macrolepidotus,38376.0,Pinktail chalceus
62334,Chalceus,spilogyros,55827.0,
58091,Chalceus,taeniatus,38376.0,
8154,Chalinochromis,brichardi,5610.0,
67481,Chalinochromis,cyanophleps,95611.0,
8155,Chalinochromis,popelini,6770.0,
16930,Chalixodytes,chameleontoculis,5467.0,Sand dart
17454,Chalixodytes,tauensis,1602.0,Saddled sandburrower
5133,Champsocephalus,esox,2805.0,Pike icefish
474,Champsocephalus,gunnari,2805.0,Mackerel icefish
2249,Champsochromis,caeruleus,5611.0,
2250,Champsochromis,spilorhynchus,5611.0,
52892,Champsodon,atridorsalis,30434.0,
10296,Champsodon,capensis,30434.0,Gaper
52893,Champsodon,fimbriatus,30434.0,
10358,Champsodon,guentheri,30434.0,Günther's sabre-gills
10502,Champsodon,longipinnis,30434.0,
52895,Champsodon,machaeratus,30434.0,
10357,Champsodon,nudivittis,30434.0,
15604,Champsodon,omanensis,30434.0,
52900,Champsodon,pantolepis,30434.0,
52896,Champsodon,sagittus,30434.0,
52768,Champsodon,sechellensis,30434.0,
23513,Champsodon,snyderi,30434.0,
52902,Champsodon,vorax,30434.0,
10132,Chanda,nama,10429.0,Elongate glass-perchlet
24734,Chandramara,chandramara,41236.0,
25273,Channa,amphibeus,4833.0,Borna snakehead
67146,Channa,andrao,94432.0,Redspotted snakehead
69839,Channa,ara,127648.0,Sri Lanka giant snakehead
4799,Channa,argus,82587.0,Snakehead
70615,Channa,aristonei,131046.0,
7756,Channa,asiatica,5258.0,Small snakehead
57932,Channa,aurantimaculata,36343.0,Goldspotted snakehead
68311,Channa,aurantipectoralis,110381.0,Orangefinned snakehead
70562,Channa,aurolineata,130878.0,
25144,Channa,bankanensis,7050.0,Bangka snakehead
61686,Channa,baramensis,36343.0,Baram snakehead
10133,Channa,barca,4833.0,Barca snakehead
59754,Channa,bleheri,43157.0,Bluefinned snakehead
69341,Channa,brunnea,120631.0,Brown bleheri
61418,Channa,burmanica,37790.0,Putao snakehead
25145,Channa,cyanospilos,7050.0,Bluespotted snakehead
55109,Channa,diplogramma,27732.0,Malabar snakehead
50504,Channa,gachua,94476.0,Red seam snakehead
59914,Channa,harcourtbutleri,44371.0,Burmese snakehead
66678,Channa,hoaluensis,91062.0,Vietnames snakehead
69876,Channa,kelaartii,124133.0,Dwarf snakehead
66680,Channa,longistomata,91065.0,
16137,Channa,lucius,12693.0,Javanese snakehead
8701,Channa,maculata,559.0,Blotched snakehead
25148,Channa,marulioides,7050.0,Orange snakehead
5144,Channa,marulius,94476.0,Great snakehead
25149,Channa,melanoptera,7050.0,Blackfinned snakehead
66321,Channa,melanostigma,88140.0,Lohit snakehead
5192,Channa,melasoma,12693.0,Black snakehead
344,Channa,micropeltes,2091.0,Indonesian snakehead
66679,Channa,ninhbinhensis,91062.0,Orange seam snakehead
59753,Channa,nox,43157.0,Dark snakehead
5143,Channa,orientalis,4833.0,Walking snakehead
64104,Channa,ornatipinnis,75135.0,Ornate snakehead
55607,Channa,panaw,33581.0,Blackspotted snakehead
68312,Channa,pardalis,115983.0,Leopard snakehead
14699,Channa,pleurophthalma,56386.0,Ocellated snakehead
68525,Channa,pomanensis,116756.0,Poma snakehead
68643,Channa,pseudomarulius,116423.0,Orangespotted snakehead
64105,Channa,pulchra,75135.0,Colored snakehead
5147,Channa,punctata,6028.0,Spotted snakehead
70614,Channa,quinquefasciata,131044.0,
70455,Channa,rara,121998.0,
68513,Channa,shingon,116754.0,Humpbacked snakehead
13591,Channa,stewartii,4833.0,Assamese snakehead
343,Channa,striata,6028.0,Striped snakehead
9466,Channallabes,alvarezi,58516.0,
9445,Channallabes,apus,3820.0,Eel catfish
63454,Channallabes,longicaudatus,58516.0,
63455,Channallabes,ogooensis,58516.0,
46610,Chanodichthys,dabryi,13397.0,Humpback
4635,Chanodichthys,erythropterus,57778.0,Predatory carp
46706,Chanodichthys,mongolicus,82587.0,Mongolian redfin
56247,Chanodichthys,oxycephalus,33784.0,
80,Chanos,chanos,9814.0,Milkfish
11939,Chapalichthys,encaustus,27639.0,Barred splitfin
11942,Chapalichthys,pardalis,4537.0,Polka-dot splitfin
46428,Chapalichthys,peraticus,26130.0,Alien splitfin
52684,Characidium,alipioi,13683.0,
67219,Characidium,amaila,94269.0,
52528,Characidium,bahiense,27925.0,
52685,Characidium,bimaculatum,13683.0,
49167,Characidium,boavistae,13683.0,
53077,Characidium,boehlkei,13683.0,
53064,Characidium,bolivianum,13683.0,
53053,Characidium,borellii,13683.0,
53055,Characidium,brevirostre,13683.0,
53060,Characidium,caucanum,13683.0,
53066,Characidium,chupa,13683.0,
53061,Characidium,crandellii,13683.0,
53062,Characidium,declivirostre,13683.0,
68557,Characidium,deludens,116766.0,
51121,Characidium,etheostoma,6329.0,
61044,Characidium,etzeli,37059.0,
12335,Characidium,fasciatum,27701.0,Darter characin
52713,Characidium,gomesi,26681.0,
52677,Characidium,grajahuense,37059.0,
53063,Characidium,hasemani,13683.0,
61045,Characidium,heinianum,37059.0,
63688,Characidium,heirmostigmata,74998.0,
68116,Characidium,helmeri,104900.0,
53056,Characidium,interruptum,13683.0,
53070,Characidium,japuhybense,13683.0,
69882,Characidium,kalunga,124633.0,
68555,Characidium,kamakan,116766.0,
48559,Characidium,lagosantense,13683.0,
53074,Characidium,lanei,13683.0,
53054,Characidium,laterale,13683.0,
53069,Characidium,lauroi,13683.0,
67774,Characidium,litorale,96085.0,
63135,Characidium,longum,57857.0,
58003,Characidium,macrolepidotum,38397.0,
53065,Characidium,marshi,13683.0,
66991,Characidium,mirim,93569.0,
68595,Characidium,nana,104905.0,
63879,Characidium,nupelia,75787.0,
50684,Characidium,occidentale,27672.0,
53075,Characidium,oiticicai,13683.0,
69881,Characidium,onca,123789.0,
50685,Characidium,orientale,27672.0,
67128,Characidium,papachibe,93226.0,
28026,Characidium,pellucidum,12225.0,
53059,Characidium,phoxocephalum,13683.0,
53057,Characidium,pteroides,13683.0,
50072,Characidium,pterostictum,27418.0,
53052,Characidium,purpuratum,13683.0,
23419,Characidium,rachovii,11229.0,
53073,Characidium,roesseli,13683.0,
67631,Characidium,samurai,96872.0,
53072,Characidium,sanctjohanni,13683.0,
68095,Characidium,satoi,104008.0,
61046,Characidium,schindleri,37059.0,
53071,Characidium,schubarti,13683.0,
50691,Characidium,serrano,27672.0,
51122,Characidium,steindachneri,6329.0,
60275,Characidium,stigmosum,46824.0,
68218,Characidium,summum,104900.0,
50695,Characidium,tenue,27672.0,
53068,Characidium,timbuiense,13683.0,
70125,Characidium,travassosi,128858.0,
57628,Characidium,vestigipinne,36884.0,
53076,Characidium,vidali,13683.0,
64061,Characidium,xanthopterum,76854.0,
63882,Characidium,xavante,75787.0,
28025,Characidium,zebra,37059.0,
6231,Characodon,audax,26130.0,Bold characodon
6232,Characodon,garmani,81264.0,Parras characodon
6233,Characodon,lateralis,26130.0,Rainbow characodon
53082,Charax,apurensis,36811.0,
68782,Charax,awa,117313.0,
52062,Charax,caudimaculatus,36811.0,
26390,Charax,condei,36811.0,
67620,Charax,delimai,96861.0,
12346,Charax,gibbosus,36811.0,Glass headstander
53080,Charax,hemigrammus,36811.0,
52529,Charax,leticiae,27925.0,
53419,Charax,macrolepis,36811.0,
51849,Charax,metae,36811.0,
52530,Charax,michaeli,27925.0,
52531,Charax,niger,27925.0,
52533,Charax,notulatus,27925.0,
27858,Charax,pauciradiatus,12225.0,
53081,Charax,rupununi,36811.0,
23415,Charax,stenopterus,36811.0,
53078,Charax,tectifer,36811.0,
52538,Charax,unimaculatus,27925.0,
24580,Chascanopsetta,crumenalis,11412.0,
69151,Chascanopsetta,danae,119609.0,Angry pelican flounder
58964,Chascanopsetta,elski,40966.0,
58966,Chascanopsetta,kenyaensis,40966.0,
1323,Chascanopsetta,lugubris,4417.0,Pelican flounder
59543,Chascanopsetta,megagnatha,10737.0,
24356,Chascanopsetta,micrognatha,11412.0,
69682,Chascanopsetta,novaeguineae,119609.0,New Guinean pelican flounder
24227,Chascanopsetta,prognatha,559.0,
24561,Chascanopsetta,prorigera,11412.0,
2982,Chasmistes,brevirostris,5723.0,Shortnose sucker
2983,Chasmistes,cujus,5723.0,Cui-ui
61670,Chasmistes,fecundus,50838.0,
2984,Chasmistes,liorus,86798.0,June sucker
6178,Chasmistes,muriei,3814.0,Snake River sucker
47783,Chasmocranus,bleekeri,36914.0,
57665,Chasmocranus,brachynemus,36914.0,
47784,Chasmocranus,brevior,36914.0,
47786,Chasmocranus,chimantanus,36914.0,
47799,Chasmocranus,longior,36914.0,
61784,Chasmocranus,lopezae,36914.0,
47805,Chasmocranus,peruanus,36914.0,
47806,Chasmocranus,quadrizonatus,36914.0,
47807,Chasmocranus,rosae,36914.0,
47809,Chasmocranus,surinamensis,36914.0,
47811,Chasmocranus,tapanahoniensis,36914.0,
47814,Chasmocranus,truncatorostris,36914.0,
3754,Chasmodes,bosquianus,7251.0,Striped blenny
59791,Chasmodes,longimaxilla,43469.0,Stretchjaw blenny
3755,Chasmodes,saburrae,7251.0,Florida blenny
23162,Chatrabus,felinus,4107.0,Pleated toadfish
17065,Chatrabus,hendersoni,4107.0,Chocolate toadfish
10255,Chatrabus,melanurus,4107.0,Pony toadfish
