SpecCode,Genus,Species,SpeciesRefNo,FBname
866,Carcharhinus,cautus,244.0,Nervous shark
66939,Carcharhinus,cerdale,86285.0,Pacific smalltail shark
67451,Carcharhinus,coatesi,89954.0,
867,Carcharhinus,dussumieri,89954.0,Whitecheek shark
868,Carcharhinus,falciformis,244.0,Silky shark
869,Carcharhinus,fitzroyensis,244.0,Creek whaler
870,Carcharhinus,galapagensis,244.0,Galapagos shark
871,Carcharhinus,hemiodon,244.0,Pondicherry shark
67430,Carcharhinus,humani,96342.0,Human’s whaler shark
872,Carcharhinus,isodon,244.0,Finetooth shark
9378,Carcharhinus,leiodon,6821.0,Smooth tooth blacktip shark
873,Carcharhinus,leucas,244.0,Bull shark
874,Carcharhinus,limbatus,244.0,Blacktip shark
875,Carcharhinus,longimanus,244.0,Oceanic whitetip shark
876,Carcharhinus,macloti,244.0,Hardnose shark
63792,Carcharhinus,macrops,58462.0,
877,Carcharhinus,melanopterus,244.0,Blacktip reef shark
878,Carcharhinus,obscurus,244.0,Dusky shark
69201,Carcharhinus,obsoletus,119369.0,Lost shark
879,Carcharhinus,perezii,244.0,Caribbean reef shark
880,Carcharhinus,plumbeus,244.0,Sandbar shark
881,Carcharhinus,porosus,244.0,Smalltail shark
882,Carcharhinus,sealei,89954.0,Blackspot shark
883,Carcharhinus,signatus,244.0,Night shark
884,Carcharhinus,sorrah,244.0,Spot-tail shark
15721,Carcharhinus,tilstoni,6390.0,Australian blacktip shark
67456,Carcharhinus,tjutjot,89954.0,
747,Carcharias,taurus,6871.0,Sand tiger shark
748,Carcharias,tricuspidatus,247.0,Indian sand tiger
751,Carcharodon,carcharias,247.0,Great white shark
8153,Cardiopharynx,schoutedeni,5609.0,
51398,Careproctus,abbreviatus,6876.0,
56135,Careproctus,acaecus,30823.0,Appendageless snailfish
24130,Careproctus,acanthodes,559.0,
51864,Careproctus,aciculipunctatus,27679.0,
56165,Careproctus,acifer,30823.0,
56187,Careproctus,aculeolatus,30823.0,Small-spine snailfish
23305,Careproctus,albescens,6632.0,
69344,Careproctus,ambustus,123358.0,Scorched snailfish
58806,Careproctus,ampliceps,51661.0,
56189,Careproctus,armatus,30823.0,
56166,Careproctus,atakamensis,30823.0,
56118,Careproctus,atrans,30823.0,
51400,Careproctus,attenuatus,6876.0,
56116,Careproctus,aureomarginatus,30823.0,Marginate snailfish
24124,Careproctus,bathycoetus,559.0,
50405,Careproctus,batialis,27683.0,
51485,Careproctus,bowersianus,12700.0,
69310,Careproctus,brevipectoralis,123108.0,Short-finned snailfish
56119,Careproctus,cactiformis,30823.0,
51477,Careproctus,canus,12700.0,
68926,Careproctus,carinatus,116680.0,Keel-belly tadpolefish
58815,Careproctus,catherinae,35941.0,
24141,Careproctus,colletti,43939.0,Alaska snailfish
64561,Careproctus,comus,72418.0,Comic snailfish
54875,Careproctus,continentalis,27540.0,
56117,Careproctus,credispinulosus,30823.0,
64562,Careproctus,crozetensis,75876.0,
51489,Careproctus,curilanus,12700.0,
24125,Careproctus,cyclocephalus,559.0,
51401,Careproctus,cypseluroides,6876.0,
24127,Careproctus,cypselurus,559.0,Falcate snailfish
62665,Careproctus,derjugini,41470.0,Deryugin's tadpole
64474,Careproctus,discoveryae,75876.0,
62281,Careproctus,dubius,51661.0,
50723,Careproctus,ectenes,12700.0,Shovelhead snailfish
56199,Careproctus,eltaninae,30823.0,
55214,Careproctus,falklandicus,30823.0,
64563,Careproctus,faunus,72418.0,Mischievous snailfish
56168,Careproctus,fedorovi,30823.0,
51460,Careproctus,filamentosus,26773.0,
24126,Careproctus,furcellus,559.0,
56120,Careproctus,georgianus,30823.0,
25161,Careproctus,gilberti,11980.0,Smalldisk snailfish
69315,Careproctus,globulus,123108.0,Globular snailfish
49827,Careproctus,guillemi,27249.0,
24120,Careproctus,homopterus,559.0,
58566,Careproctus,hyaleius,40956.0,
56136,Careproctus,improvisus,30823.0,
56186,Careproctus,inflexidens,30823.0,
67402,Careproctus,kamikawai,91047.0,Arbiter Snailfish
68924,Careproctus,karaensis,116680.0,Kara tadpolefish
63866,Careproctus,kidoi,75713.0,Kido's snailfish
62666,Careproctus,knipowitschi,41470.0,Knipowitsch's tadpole
56137,Careproctus,lacmi,30823.0,
69477,Careproctus,lacrima,124469.0,Teardrop snailfish
69311,Careproctus,laperousei,123108.0,Laperouse snailfish
67463,Careproctus,latiosus,86261.0,Broad-mouth tadpole
56169,Careproctus,leptorhinus,30823.0,
68919,Careproctus,lerikimae,104911.0,
51430,Careproctus,longifilis,26773.0,Stippled snailfish
56201,Careproctus,longipectoralis,30823.0,
62669,Careproctus,longipinnis,41470.0,Longfin snailfish
67403,Careproctus,lycopersicus,91047.0,Tomato Snailfish
56123,Careproctus,macranchus,30823.0,
24123,Careproctus,macrodiscus,559.0,
62664,Careproctus,macrophthalmus,41470.0,Large-eyed tadpole
64564,Careproctus,maculosus,78379.0,
58871,Careproctus,magellanicus,40966.0,
51622,Careproctus,marginatus,28160.0,
69476,Careproctus,maslenikovae,124469.0,Blushing snailfish
51402,Careproctus,mederi,6876.0,
51403,Careproctus,melanuroides,6876.0,
4179,Careproctus,melanurus,2850.0,Blacktail snailfish
57255,Careproctus,merretti,35937.0,Merret's snailfish
68927,Careproctus,mica,116680.0,Babbie tadpolefish
15499,Careproctus,micropus,9925.0,
51435,Careproctus,microstomus,26773.0,
56170,Careproctus,minimus,30823.0,
51488,Careproctus,mollis,12700.0,
67462,Careproctus,moskalevi,86261.0,Moskalev’s tadpole
66705,Careproctus,narilobus,92437.0,
70534,Careproctus,nelsoni,129450.0,Saddleback snailfish
51404,Careproctus,nigricans,6876.0,
66330,Careproctus,notosaikaiensis,88149.0,Notosaikai-bikunin
55216,Careproctus,novaezelandiae,30823.0,
51869,Careproctus,opisthotremus,6876.0,
25263,Careproctus,oregonensis,11980.0,Smallfin snailfish
50718,Careproctus,ostentum,6876.0,
25166,Careproctus,ovigerus,11980.0,Abyssal snailfish
55119,Careproctus,pallidus,9068.0,
59755,Careproctus,parvidiscus,43213.0,
69314,Careproctus,pulcher,123108.0,Handsome snailfish
47402,Careproctus,pycnosoma,12700.0,
54217,Careproctus,ranula,12204.0,Scotian snailfish
51405,Careproctus,rastrinoides,6876.0,
24131,Careproctus,rastrinus,559.0,Salmon snailfish
15500,Careproctus,reinhardti,9925.0,Sea tadpole
24117,Careproctus,rhodomelas,559.0,
56173,Careproctus,rimiventris,30823.0,
68923,Careproctus,rosa,116680.0,Rose tadpolefish
24142,Careproctus,roseofuscus,559.0,Round snailfish
63762,Careproctus,rotundifrons,75204.0,
56124,Careproctus,sandwichensis,30823.0,
56125,Careproctus,scaphopterus,30823.0,
51406,Careproctus,scottae,6876.0,
24119,Careproctus,segaliensis,559.0,
51407,Careproctus,seraphimae,6876.0,
4937,Cepola,pauciradiata,5985.0,
10480,Cepola,schlegelii,559.0,
4572,Ceratias,holboelli,4494.0,Kroyer's deep-sea angler fish
7142,Ceratias,tentaculatus,5185.0,Southern seadevil
16972,Ceratias,uranoscopus,4494.0,Stargazing seadevil
51119,Ceratobranchia,binghami,6329.0,
58047,Ceratobranchia,delotaenia,38376.0,
53050,Ceratobranchia,elatior,598.0,
51847,Ceratobranchia,joanae,38376.0,
51120,Ceratobranchia,obtusirostris,6329.0,
46899,Ceratobregma,acanthops,13227.0,Spiny-eye threefin
46902,Ceratobregma,helenae,13227.0,Helen's Triplefin
65837,Ceratogarra,bisangularis,85557.0,
27164,Ceratogarra,cambodgiensis,128869.0,Stonelapping minnow
27165,Ceratogarra,fasciacauda,127685.0,
58062,Ceratoglanis,pachynema,38651.0,Club-barbel sheatfish
63457,Channallabes,sanghaensis,58526.0,
63456,Channallabes,teugelsi,58516.0,
60587,Channichthys,aelitae,90861.0,Aelita icefish
60588,Channichthys,bospori,80896.0,Big-eyed icefish
60589,Channichthys,irinae,90861.0,Pygmy icefish
64921,Channichthys,mithridatis,80896.0,Green icefish
52686,Channichthys,panticapaei,90860.0,Charcoal icefish
477,Channichthys,rhinoceratus,2805.0,Unicorn icefish
66607,Channichthys,richardsoni,90862.0,Robust icefish
61361,Channichthys,rugosus,27675.0,Red icefish
60330,Channichthys,velifer,11892.0,Sail icefish
62160,Channomuraena,bauchotae,53568.0,
1097,Channomuraena,vittata,3254.0,Broadbanded moray
62433,Chanodichthys,abramoides,82587.0,
60591,Chaunax,flammeus,94130.0,
67187,Chaunax,flavomaculatus,93086.0,Yellowspot frogmouth
69851,Chaunax,gomoni,117885.0,Gomon’s frogmouth
68667,Chaunax,heemstraorum,110228.0,Heemstras' frogmouth
68668,Chaunax,hollemani,110228.0,Holleman's frogmouth
60590,Chaunax,latipunctatus,46206.0,
67188,Chaunax,mulleus,93086.0,Redshoes frogmouth
69247,Chaunax,multilepis,117887.0,Indian spotted coffinfish
67291,Chaunax,nebulosus,94130.0,Eyespot coffinfish
65482,Chaunax,nudiventer,84087.0,Naked-belly Coffinfish
69855,Chaunax,obscurus,127469.0,Black-mouth frogmouth
9870,Chaunax,penicillatus,93086.0,Pencil coffinfish
5047,Chaunax,pictus,4115.0,Pink frogmouth
67189,Chaunax,reticulatus,93086.0,Netted frogmouth
67190,Chaunax,russatus,93086.0,Red coffinfish
3090,Chaunax,stigmaeus,7251.0,Redeye gaper
27968,Careproctus,simus,13671.0,
24118,Careproctus,sinensis,559.0,
62285,Careproctus,solidus,51661.0,Thickset tadpole
50717,Careproctus,spectrum,6876.0,
69475,Careproctus,spiraki,124469.0,Pimpled snailfish
70533,Careproctus,staufferi,129450.0,Wry snailfish
54877,Careproctus,steini,27540.0,
64565,Careproctus,stigmatogenus,78379.0,
68995,Careproctus,surugaensis,120239.0,Suruga snailfsh
62667,Careproctus,tapirus,41470.0,Tapir tadpole
62668,Careproctus,telescopus,41470.0,Telescope tadpole
24128,Careproctus,trachysoma,559.0,
56126,Careproctus,tricapitidens,30823.0,
68925,Careproctus,uter,116680.0,Drop-shaped tadpolefish
56174,Careproctus,vladibeckeri,30823.0,
51484,Careproctus,zachirus,12700.0,
56129,Careproctus,zispi,30823.0,
58204,Carinotetraodon,borneensis,39332.0,
59837,Carinotetraodon,imitator,43641.0,
58201,Carinotetraodon,irrubesco,39332.0,
25169,Carinotetraodon,lorteti,12693.0,Redeye puffer
27253,Carinotetraodon,salivator,13214.0,
25293,Carinotetraodon,travancoricus,4833.0,Malabar pufferfish
67588,Caristius,barsukovi,95096.0,
67662,Caristius,digitus,94277.0,
16894,Caristius,fasciatus,92346.0,Greenland manefish
59174,Caristius,japonicus,9068.0,
67616,Caristius,litvinovi,95096.0,
11831,Caristius,macropus,94277.0,Manefish
67664,Caristius,meridionalis,94277.0,
67617,Caristius,walvisensis,95096.0,
53046,Carlana,eigenmanni,38501.0,
4945,Carlarius,gigas,2683.0,Giant sea catfish
4928,Carlarius,heudelotii,2683.0,Smoothmouth sea catfish
4929,Carlarius,latiscutatus,2683.0,Rough-head sea catfish
4946,Carlarius,parkii,2683.0,Guinean sea catfish
46477,Carlhubbsia,kidderi,50894.0,Champoton gambusia
46479,Carlhubbsia,stuarti,50894.0,Barred livebearer
10733,Carnegiella,marthae,598.0,Blackwing hatchetfish
11901,Carnegiella,myersi,39056.0,Pygmy hatchetfish
11902,Carnegiella,schereri,39056.0,Dwarf hatchetfish
10736,Carnegiella,strigata,598.0,Marbled hatchetfish
2957,Carpiodes,carpio,86798.0,River carpsucker
4775,Carpiodes,cyprinus,5723.0,Quillback
2959,Carpiodes,velifer,3814.0,Highfin carpsucker
59330,Carrigobius,amblyrhynchus,113825.0,Blunt-snout goby
65524,Caspiomyzon,graecus,84195.0,Epirus brook lamprey
25843,Caspiomyzon,hellenicus,12282.0,Macedonia brook lamprey
8718,Caspiomyzon,wagneri,12275.0,Caspian lamprey
16269,Caspiosoma,caspium,4696.0,Caspian naked goby
64828,Castleichthys,auritus,76855.0,Eared conger
8177,Cataetyx,alleni,34024.0,
8998,Cataetyx,bruuni,34024.0,
16795,Cataetyx,chthamalorhynchus,34024.0,
56419,Cataetyx,hawaiiensis,34024.0,
10248,Cataetyx,laticeps,34024.0,
7601,Cataetyx,lepidogenys,34024.0,
51199,Cataetyx,messieri,34024.0,
63336,Cataetyx,nielseni,58053.0,Nielsen's catetyx
23240,Cataetyx,platyrhynchus,34024.0,
56420,Cataetyx,rubrirostris,34024.0,Rubynose brotula
55192,Cataetyx,simus,34024.0,
57933,Catathyridium,garmani,36798.0,
60325,Catathyridium,grandirivi,41261.0,
23473,Catathyridium,jenynsii,36798.0,
57583,Catathyridium,lorentzii,36798.0,
60633,Catesbya,pseudomuraena,40885.0,
51594,Cathorops,agassizii,39852.0,
54279,Cathorops,aguadulce,75004.0,Estuarine sea catfish
51595,Cathorops,arenatus,39852.0,
63689,Cathorops,belizensis,75004.0,Belize sea catfish
13472,Cathorops,dasycephalus,39852.0,Bigbelly sea catfish
13491,Cathorops,fuerthii,9271.0,Congo sea catfish
63690,Cathorops,higuchii,75004.0,
13483,Cathorops,hypophthalmus,9271.0,Gloomy sea catfish
63691,Cathorops,kailolae,75004.0,Papillate sea catfish
66220,Cathorops,liropus,75004.0,Conguito sea catfish
63492,Cathorops,manglarensis,58753.0,
63325,Cathorops,mapale,58022.0,
51769,Cathorops,melanopus,39852.0,Dark sea catfish
13492,Cathorops,multiradiatus,9271.0,Box sea catfish
60688,Cathorops,nuchalis,92375.0,
63446,Cathorops,puncticulatus,58032.0,
65801,Cathorops,raredonae,83465.0,Curator sea catfish
960,Cathorops,spixii,39852.0,Madamango sea catfish
13495,Cathorops,steindachneri,9271.0,Steindachner's sea catfish
66477,Cathorops,taylori,75004.0,
13502,Cathorops,tuyra,9271.0,Besudo sea catfish
60696,Cathorops,variolosus,58032.0,
67120,Cathorops,wayuu,92375.0,
12060,Catlocarpio,siamensis,12693.0,Giant barb
11936,Catoprion,mento,39031.0,Wimple piranha
2960,Catostomus,ardens,5723.0,Utah sucker
2961,Catostomus,bernardini,5723.0,Yaqui sucker
67568,Catostomus,bondi,93746.0,
6168,Catostomus,cahita,4537.0,Cahita sucker
2962,Catostomus,catostomus,5723.0,Longnose sucker
2963,Catostomus,clarkii,5723.0,Desert sucker
2964,Catostomus,columbianus,5723.0,Bridgelip sucker
2965,Catostomus,commersonii,5723.0,White sucker
6171,Catostomus,conchos,3881.0,
2966,Catostomus,discobolus,86798.0,Bluehead sucker
2968,Catostomus,fumeiventris,5723.0,Owens sucker
2969,Catostomus,insignis,5723.0,Sonora sucker
2970,Catostomus,latipinnis,5723.0,Flannelmouth sucker
6173,Catostomus,leopoldi,4537.0,Bavispe sucker
2972,Catostomus,macrocheilus,5723.0,Largescale sucker
2973,Catostomus,microps,5723.0,Modoc sucker
61848,Catostomus,nebuliferus,81264.0,Nazas sucker
2974,Catostomus,occidentalis,86798.0,Sacramento sucker
2975,Catostomus,platyrhynchus,5723.0,Mountain sucker
2976,Catostomus,plebeius,5723.0,Rio Grande sucker
2977,Catostomus,rimiculus,5723.0,Jenny creek sucker
2978,Catostomus,santaanae,5723.0,Santa Ana sucker
2979,Catostomus,snyderi,5723.0,Klamath largescale sucker
2980,Catostomus,tahoensis,5723.0,Tahoe sucker
66156,Catostomus,tsiltcoosensis,86697.0,Tyee sucker
65066,Catostomus,utawana,83995.0,Summer sucker
2981,Catostomus,warnerensis,5723.0,Warner sucker
6176,Catostomus,wigginsi,4537.0,Opata sucker
8276,Caulolatilus,affinis,8991.0,Bighead tilefish
15707,Caulolatilus,bermudensis,9952.0,Bermuda tilefish
983,Caulolatilus,chrysops,8991.0,Atlantic goldeneye tilefish
984,Caulolatilus,cyanops,8991.0,Blackline tilefish
15706,Caulolatilus,dooleyi,9951.0,Bankslope tilefish
985,Caulolatilus,guppyi,8991.0,Reticulated tilefish
11800,Caulolatilus,hubbsi,8991.0,Hubbs' tilefish
986,Caulolatilus,intermedius,8991.0,Gulf bareye tilefish
987,Caulolatilus,microps,8991.0,Grey tilefish
3539,Caulolatilus,princeps,8991.0,Ocean whitefish
15376,Caulolatilus,williamsi,9921.0,Yellowbar tilefish
67089,Caulophryne,bacescui,86949.0,
23253,Caulophryne,jordani,7300.0,Fanfin angler
58771,Caulophryne,pelagica,12941.0,
16873,Caulophryne,polynema,7398.0,
3779,Cebidichthys,violaceus,2850.0,Monkeyface prickleback
1704,Centracanthus,cirrus,7349.0,Curled picarel
10193,Centrarchops,chapini,3589.0,Barred seabass
3363,Centrarchus,macropterus,5723.0,Flier
14242,Centriscops,humerosus,9563.0,Banded yellowfish
11870,Centriscus,cristatus,7292.0,Smooth razorfish
6510,Centriscus,scutatus,559.0,Grooved razor-fish
14129,Centroberyx,affinis,9833.0,Redfish
56146,Centroberyx,australis,33839.0,Yelloweye nannygai
15306,Centroberyx,druzhinini,9833.0,
14131,Centroberyx,gerrardi,9563.0,Bight redfish
14133,Centroberyx,lineatus,9563.0,Swallow-tail
52691,Centroberyx,rubricaudus,27116.0,
10667,Centroberyx,spinosus,4179.0,Short alfonsino
7428,Centrobranchus,andreae,559.0,Andre's lanternfish
59760,Centrobranchus,brevirostris,41299.0,
59762,Centrobranchus,choerocephalus,41299.0,
11879,Centrobranchus,nigroocellatus,7452.0,Roundnose lanternfish
47646,Centrochir,crocodili,37054.0,
47644,Centrodoras,brachiatus,6868.0,
58104,Centrodoras,hasemani,37054.0,
60548,Centrodraco,abstractum,75990.0,Abstract slope dragonet
24193,Centrodraco,acanthopoma,13707.0,North Atlantic slope dragonet
65486,Centrodraco,atrifilum,84091.0,
67935,Centrodraco,fidelis,105116.0,
28089,Centrodraco,gegonipus,13707.0,Sala-y-Gomez slope dragonet
10589,Centrodraco,insolitus,13707.0,Western Australian slope dragonet
28091,Centrodraco,lineatus,13707.0,
28085,Centrodraco,nakaboi,13707.0,Nakabo’s slope dragonet
28090,Centrodraco,oregonus,13707.0,Brazilian slope dragonet
28093,Centrodraco,ornatus,13707.0,Ornate slope dragonet
59303,Centrodraco,otohime,559.0,
24194,Centrodraco,pseudoxenicus,13707.0,Japanese slope dragonet
28094,Centrodraco,rubellus,13707.0,
28117,Centrodraco,striatus,13707.0,Striped slope dragonet
10339,Centrogenys,vaigiensis,7300.0,False scorpionfish
55,Centrolabrus,exoletus,4742.0,Rock cook
16339,Centrolabrus,melanocercus,4742.0,
249,Centrolophus,niger,6942.0,Rudderfish
70435,Centromochlus,akwe,123897.0,
67213,Centromochlus,carolae,94484.0,
47720,Centromochlus,existimatus,33170.0,
47722,Centromochlus,heckelii,33170.0,
58292,Centromochlus,macracanthus,37098.0,
53669,Centromochlus,megalops,37098.0,
67671,Centromochlus,melanoleucus,97857.0,
53667,Centromochlus,musaicus,37098.0,
70434,Centromochlus,orca,118068.0,
47717,Centromochlus,schultzi,33170.0,
53922,Centrophorus,atromarginatus,31367.0,Dwarf gulper shark
648,Centrophorus,granulosus,247.0,Gulper shark
649,Centrophorus,harrissoni,247.0,Dumb gulper shark
54130,Centrophorus,isodon,31367.0,Blackfin gulper shark
68495,Centrophorus,lesliei,116740.0,African gulper shark
68496,Centrophorus,longipinnis,116740.0,Longfin gulper shark
650,Centrophorus,lusitanicus,247.0,Lowfin gulper shark
69596,Centrophorus,machiquensis,4856.0,
651,Centrophorus,moluccensis,247.0,Smallfin gulper shark
63812,Centrophorus,seychellorum,76802.0,
653,Centrophorus,squamosus,247.0,Leafscale gulper shark
654,Centrophorus,tessellatus,247.0,Mosaic gulper shark
655,Centrophorus,uyato,76933.0,Little gulper shark
64110,Centrophorus,westraliensis,76933.0,Western gulper shark
64111,Centrophorus,zeehaani,76933.0,Southern dogfish
4577,Centrophryne,spinulosa,4493.0,Horned lantern fish
6384,Centropogon,australis,7300.0,Eastern fortescue
14804,Centropogon,latifrons,33839.0,Pale fortescue
59011,Centropogon,marmoratus,39597.0,Marbled fortescue
10975,Centropomus,armatus,9284.0,Armed snook
1013,Centropomus,ensiferus,3713.0,Swordspine snook
69394,Centropomus,irae,121036.0,Ira’s snook
6429,Centropomus,medius,9284.0,Blackfin snook
7531,Centropomus,mexicanus,5217.0,Largescale fat snook
6428,Centropomus,nigrescens,9284.0,Black snook
1014,Centropomus,parallelus,3713.0,Fat snook
1015,Centropomus,pectinatus,7251.0,Tarpon snook
1016,Centropomus,poeyi,4537.0,Mexican snook
10978,Centropomus,robalito,9284.0,Yellowfin snook
345,Centropomus,undecimalis,7251.0,Common snook
10981,Centropomus,unionensis,9284.0,Union snook
6430,Centropomus,viridis,9284.0,White snook
3315,Centropristis,fuscula,7251.0,Twospot sea bass
3316,Centropristis,ocyurus,7251.0,Bank sea bass
3317,Centropristis,philadelphica,7251.0,Rock sea bass
61260,Centropristis,rufus,46206.0,
361,Centropristis,striata,7251.0,Black seabass
64214,Centropyge,abei,77035.0,Abe's angelfish
9222,Centropyge,acanthops,4858.0,Orangeback angelfish
3607,Centropyge,argi,4858.0,Cherubfish
10786,Centropyge,aurantia,2334.0,Golden angelfish
10958,Centropyge,aurantonotus,4858.0,Flameback angelfish
5454,Centropyge,bicolor,4859.0,Bicolor angelfish
5458,Centropyge,bispinosa,1602.0,Twospined angelfish
25427,Centropyge,boylei,9710.0,Peppermint angelfish
68568,Centropyge,cocosensis,116591.0,Cocos pygmy angelfish
8773,Centropyge,colini,1602.0,Cocos-Keeling angelfish
25424,Centropyge,debelius,9710.0,Blue Mauritius angelfish
66462,Centropyge,deborae,89471.0,Blue Velvet Angelfish
10870,Centropyge,eibli,48391.0,Blacktail angelfish
6667,Centropyge,ferrugata,4858.0,Rusty angelfish
7813,Centropyge,fisheri,4858.0,Orange angelfish
10974,Centropyge,flavipectoralis,4858.0,Yellowfin angelfish
5457,Centropyge,flavissima,48391.0,Lemonpeel angelfish
5665,Centropyge,heraldi,1602.0,Yellow angelfish
10982,Centropyge,hotumatua,48391.0,Blackear angelfish
10990,Centropyge,interrupta,4858.0,Japanese angelfish
10997,Centropyge,joculator,4858.0,Yellowhead angelfish
7814,Centropyge,loriculus,2334.0,Flame angel
11000,Centropyge,multicolor,4858.0,Multicolor angelfish
6549,Centropyge,multispinis,4859.0,Dusky angelfish
25425,Centropyge,nahackyi,9710.0,Nahacky's angelfish
47059,Centropyge,narcosis,26238.0,Narc angelfish
11100,Centropyge,nigriocellus,4858.0,Blackspot angelfish
6647,Centropyge,nox,4859.0,Midnight angelfish
7812,Centropyge,potteri,4858.0,Russet angelfish
11106,Centropyge,resplendens,4858.0,Resplendent angelfish
11111,Centropyge,shepardi,4858.0,Mango angelfish
6548,Centropyge,tibicen,1602.0,Keyhole angelfish
11189,Centropyge,venusta,48391.0,Purplemask angelfish
5447,Centropyge,vrolikii,2334.0,Pearlscale angelfish
68569,Centropyge,woodheadi,116591.0,
53965,Centroscyllium,excelsum,13292.0,Highfin dogfish
656,Centroscyllium,fabricii,247.0,Black dogfish
657,Centroscyllium,granulatum,247.0,Granular dogfish
658,Centroscyllium,kamoharai,247.0,Bareskin dogfish
660,Centroscyllium,nigrum,247.0,Combtooth dogfish
659,Centroscyllium,ornatum,247.0,Ornate dogfish
661,Centroscyllium,ritteri,247.0,Whitefin dogfish
662,Centroscymnus,coelolepis,247.0,Portuguese dogfish
666,Centroscymnus,owstonii,247.0,Roughskin dogfish
663,Centroselachus,crepidater,247.0,Longnose velvet dogfish
23390,Cephalocassis,borneensis,58022.0,
51585,Cephalocassis,manillensis,58022.0,
23387,Cephalocassis,melanochir,58022.0,
6442,Cephalopholis,aitha,5222.0,Rusty hind
6396,Cephalopholis,argus,5222.0,Peacock hind
6443,Cephalopholis,aurantia,5222.0,Golden hind
6444,Cephalopholis,boenak,5222.0,Chocolate hind
8325,Cephalopholis,colonus,5222.0,Pacific creole-fish
12,Cephalopholis,cruentata,5222.0,Graysby
6445,Cephalopholis,cyanostigma,5222.0,Bluespotted hind
6446,Cephalopholis,formosa,5222.0,Bluelined hind
8816,Cephalopholis,fulva,5222.0,Coney
6447,Cephalopholis,hemistiktos,5222.0,Yellowfin hind
5366,Cephalopholis,igarashiensis,5222.0,Garish hind
6448,Cephalopholis,leopardus,5222.0,Leopard hind
6449,Cephalopholis,microprion,5222.0,Freckled hind
6450,Cephalopholis,miniata,5222.0,Coral hind
9202,Cephalopholis,nigri,5222.0,Niger hind
66482,Cephalopholis,nigripinnis,89707.0,Blackfin grouper
6451,Cephalopholis,oligosticta,5222.0,Vermilion hind
8761,Cephalopholis,panamensis,5222.0,Pacific graysby
6452,Cephalopholis,polleni,5222.0,Harlequin hind
59450,Cephalopholis,polyspila,41648.0,
6453,Cephalopholis,sexmaculata,5222.0,Sixblotch hind
6454,Cephalopholis,sonnerati,5222.0,Tomato hind
6455,Cephalopholis,spiloparaea,5222.0,Strawberry hind
4936,Cephalopholis,taeniops,5222.0,Bluespotted seabass
6456,Cephalopholis,urodeta,5222.0,Darkfin hind
59552,Cephalopsetta,ventrocellata,2688.0,
64128,Cephaloscyllium,albipinnum,76947.0,Whitefin swellshark
64122,Cephaloscyllium,cooki,76946.0,Cook’s swellshark
796,Cephaloscyllium,fasciatum,244.0,Reticulated swellshark
69721,Cephaloscyllium,formosanum,94801.0,Formosa swellshark
64131,Cephaloscyllium,hiscosellum,76949.0,Australian reticulate swellshark
797,Cephaloscyllium,isabella,244.0,Draughtsboard shark
798,Cephaloscyllium,laticeps,244.0,Draughtboard shark
64123,Cephaloscyllium,pictum,76946.0,Painted swellshark
63780,Cephaloscyllium,sarawakense,75538.0,Sarawak pygmy swell shark
64125,Cephaloscyllium,signourum,76946.0,Flagtail swellshark
800,Cephaloscyllium,silasi,244.0,Indian swellshark
64127,Cephaloscyllium,speccum,76946.0,Speckled swellshark
65889,Cephaloscyllium,stevensi,86282.0,Steven's swellshark
801,Cephaloscyllium,sufflans,244.0,Balloon shark
49109,Cephaloscyllium,umbratile,94801.0,Blotchy swell shark
64129,Cephaloscyllium,variegatum,76948.0,Saddled swellshark
802,Cephaloscyllium,ventriosum,244.0,Swellshark
64130,Cephaloscyllium,zebrum,76948.0,Narrowbar swellshark
47751,Cephalosilurus,albomarginatus,39418.0,
47752,Cephalosilurus,apurensis,39418.0,
47753,Cephalosilurus,fowleri,39418.0,
47755,Cephalosilurus,nigricaudus,39418.0,
803,Cephalurus,cephalus,244.0,Lollipop catshark
51508,Cepola,australis,9002.0,Australian bandfish
49218,Cepola,haastii,11954.0,
56,Cepola,macrophthalma,5985.0,Red bandfish
16136,Ceratoglanis,scleronema,38651.0,
621,Ceratoscopelus,maderensis,4479.0,Madeira lantern fish
2731,Ceratoscopelus,townsendi,6885.0,Dogtooth lampfish
6981,Ceratoscopelus,warmingii,4479.0,Warming's lantern fish
58339,Cercamia,cladara,10632.0,Frail cardinalfish
14876,Cercamia,eremia,39191.0,Glassy cardinalfish
70375,Cercamia,laamu,125402.0,
70376,Cercamia,mascarene,125402.0,
68762,Cercamia,melanogaster,103847.0,
70377,Cercamia,spio,125402.0,Red Sea nymph cardinalfish
58415,Cerdale,fasciata,40539.0,
3902,Cerdale,floridana,7251.0,Pugjaw wormfish
46813,Cerdale,ionthas,11482.0,Spotted worm goby
46815,Cerdale,paludicola,11482.0,
46814,Cerdale,prolata,11482.0,
69780,Cerogobius,petrophilus,126737.0,Horned goby
15278,Cestraeus,goldiei,9812.0,Goldie river mullet
15279,Cestraeus,oxyrhyncus,9812.0,Sharp-nosed river mullet
15286,Cestraeus,plicatilis,9812.0,Lobed river mullet
547,Cetengraulis,edentulus,189.0,Atlantic anchoveta
548,Cetengraulis,mysticetus,189.0,Pacific anchoveta
15188,Cetichthys,indagator,9791.0,
15195,Cetichthys,parini,9791.0,
15324,Cetomimoides,parri,9844.0,
23354,Cetomimus,compunctus,559.0,
59444,Cetomimus,craneae,9791.0,
9036,Cetomimus,gillii,6532.0,
